,numero,nit,razon_social,supervisor,region,departamento,ciudad,ciiu,macrosector,ingresos_operacionales_2018,ganancia_perdida_2018,total_activos_2018,total_pasivos_2018,total_patrimonio_2018,ingresos_operacionales_2017,ganancia_perdida_2017,total_activos_2017,total_pasivos_2017,total_patrimonio_2017,grupo_en_niif
604,605,890903035,TERMOTECNICA COINDUSTRIAL S.A.S.,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,F4290 - Construccion de otras obras de ingenieria civil,CONSTRUCCIoN,225238471.0,18331415.0,614135755.0,136814566.0,477321189.0,296841275.0,52811103.0,652715615.0,172907454.0,479808161.0,NIIF PLENAS-GRUPO 1
605,606,800020762,INVERSORA ANAGRAMA INVERANAGRAMA S.A.S.,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,K6499 - Otras actividades de servicio financiero excepto las de seguros y pensiones n.c.p.,SERVICIOS,224987180.0,225157749.0,1804137587.0,166423.0,1803971164.0,212834938.0,212906979.0,1686236073.0,6309.0,1686229764.0,NIIF PLENAS-GRUPO 1
607,608,900265163,INVERSIONES FINANCIERAS BOLIVAR S.A.S.,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,K6499 - Otras actividades de servicio financiero excepto las de seguros y pensiones n.c.p.,SERVICIOS,224518438.0,224761229.0,1801952616.0,118644.0,1801833972.0,212877595.0,212874404.0,1684349324.0,26935.0,1684322389.0,NIIF PLENAS-GRUPO 1
608,609,900353873,SCANIA COLOMBIA S.A.S,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,G4511 - Comercio de vehiculos automotores nuevos,COMERCIO,224342087.0,3506507.0,108830706.0,83080921.0,25749785.0,86439366.0,2410316.0,91649057.0,69405777.0,22243280.0,NIIF PLENAS-GRUPO 1
610,611,900394791,MASIVO CAPITAL SAS EN REORGANIZACION,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,H4921 - Transporte de pasajeros,SERVICIOS,223135986.0,-36425896.0,472241650.0,556049507.0,-83807857.0,234533051.0,-42171484.0,480231767.0,520715004.0,-40483237.0,NIIF PYMES-GRUPO 2
611,612,802023228,CI ECOS S.A.,SUPERSOCIEDADES,Costa Atlantica,ATLANTICO,BARRANQUILLA-ATLANTICO,G4661 - Comercio al por mayor de combustibles solidos liquidos gaseosos y productos conexos,COMERCIO,222908268.0,195785.0,32805992.0,24735116.0,8070876.0,203565329.0,206765.0,28536542.0,20661451.0,7875091.0,NIIF PYMES-GRUPO 2
612,613,900218578,Sistemas Colombia S.A.S.,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,J6201 - Actividades de desarrollo de sistemas informaticos (planificacion analisis diseño programacion pruebas),SERVICIOS,222817558.0,9430599.0,100732190.0,54154786.0,46577404.0,134183145.0,3371759.0,49495260.0,32825798.0,16669462.0,NIIF PLENAS-GRUPO 1
614,615,890900652,INVESA S.A,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ENVIGADO-ANTIOQUIA,C2021 - Fabricacion de plaguicidas y otros productos quimicos de uso agropecuario,MANUFACTURA,222178826.0,14795156.0,229377013.0,82125188.0,147251825.0,204061673.0,15466514.0,181910304.0,45534526.0,136375778.0,NIIF PLENAS-GRUPO 1
615,616,830094920,KMA CONSTRUCCIONES SAS,SUPERSOCIEDADES,Costa Atlantica,BOLIVAR,CARTAGENA-BOLIVAR,F4290 - Construccion de otras obras de ingenieria civil,CONSTRUCCIoN,222004892.0,81645910.0,571687289.0,188545673.0,383141616.0,211728077.0,46257887.0,560306671.0,160565501.0,399741170.0,NIIF PLENAS-GRUPO 1
616,617,860028601,FINANZAUTO S.A.,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,K6619 - Otras actividades auxiliares de las actividades de servicios financieros n.c.p.,SERVICIOS,221764311.0,36088566.0,1066336763.0,672995628.0,393341135.0,204528254.0,29972766.0,909643843.0,547058115.0,362585728.0,NIIF PLENAS-GRUPO 1
617,618,830078515,COLUMBUS NETWORKS DE COLOMBIA LTDA,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,J6110 - Actividades de telecomunicaciones alambricas,SERVICIOS,220746794.0,-6070797.0,662000460.0,363108680.0,298891780.0,212209480.0,47268377.0,619118441.0,298665640.0,320452801.0,NIIF PLENAS-GRUPO 1
618,619,830111971,GEOPRODUCTION OIL AND GAS COMPANY OF COLOMBIA,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,B0620 - Extraccion de gas natural,MINERO-HIDROCARBUROS,220604247.0,31488048.0,857855569.0,544240944.0,313614625.0,146919587.0,43517887.0,657382301.0,454316775.0,203065526.0,NIIF PLENAS-GRUPO 1
619,620,900931305,Siemens Healthcare S.A.S.,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,TENJO-CUNDINAMARCA,G4669 - Comercio al por mayor de otros productos n.c.p.,COMERCIO,219337791.0,2631500.0,178792739.0,141049843.0,37742896.0,207450135.0,819594.0,140954161.0,105813040.0,35141121.0,NIIF PYMES-GRUPO 2
620,621,890804199,PRODUCTORA DE ALAMBRES  COLOMBIANOS PROALCO S.A.S,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,SIBATE-CUNDINAMARCA,C2410 - Industrias basicas de hierro y de acero,MANUFACTURA,218584159.0,-2370821.0,124167475.0,107403351.0,16764124.0,153227682.0,-9869977.0,101226943.0,82091998.0,19134945.0,NIIF PLENAS-GRUPO 1
621,622,811037075,LACTEOS BETANIA S.A.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,SANTA-ROSA-DE-OSOS-ANTIOQUIA,C1040 - Elaboracion de productos lacteos,MANUFACTURA,218334958.0,766408.0,35209075.0,27933446.0,7275629.0,189072497.0,522587.0,31920707.0,25411584.0,6509123.0,NIIF PYMES-GRUPO 2
622,623,890700058,UNION DE ARROCEROS S.A.S.,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,COTA-CUNDINAMARCA,C1051 - Elaboracion de productos de molineria,MANUFACTURA,217746262.0,3025656.0,171222322.0,118043553.0,53178769.0,247157495.0,1306788.0,163827332.0,114857984.0,48969348.0,NIIF PYMES-GRUPO 2
623,624,800133807,Scandinavia Pharma Ltda,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,C2100 - Fabricacion de productos farmaceuticos sustancias quimicas medicinales y productos botanicos de uso farmaceutico,MANUFACTURA,217657567.0,4594151.0,243094852.0,125299051.0,117795801.0,165486715.0,1705932.0,219198731.0,105997081.0,113201650.0,NIIF PLENAS-GRUPO 1
624,625,860002067,PROQUINAL S.A.,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,C1399 - Fabricacion de otros articulos textiles n.c.p.,MANUFACTURA,217321408.0,7007020.0,240771003.0,77629311.0,163141692.0,217142115.0,17236069.0,219336335.0,70539487.0,148796848.0,NIIF PLENAS-GRUPO 1
625,626,900860284,BBI COLOMBIA SAS,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,FUNZA-CUNDINAMARCA,I5613 - Expendio de comidas preparadas en cafeterias,SERVICIOS,216575314.0,-44619288.0,111009535.0,103503161.0,7506374.0,87200932.0,-34865060.0,68664389.0,69431071.0,-766682.0,NIIF PLENAS-GRUPO 1
626,627,860054249,REPRESENTACIONES CONTINENTAL SAS,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,G4632 - Comercio al por mayor de bebidas y tabaco,COMERCIO,216090903.0,12100242.0,244320824.0,176345302.0,67975522.0,212333904.0,13479469.0,247421553.0,178066804.0,69354749.0,NIIF PLENAS-GRUPO 1
627,628,900749166,MECO INFRAESTRUCTURA SAS,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,F4210 - Construccion de carreteras y vias de ferrocarril,CONSTRUCCIoN,215950977.0,-32198125.0,308805164.0,252203794.0,56601370.0,307449185.0,-799793.0,324837044.0,236037549.0,88799495.0,NIIF PLENAS-GRUPO 1
629,630,900522508,INVERSIONES SUPERVAQUITA LA 33 S.A.S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,G4711 - Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos bebidas o tabaco,COMERCIO,214893278.0,12546516.0,45169399.0,27406190.0,17763209.0,157892527.0,4112141.0,34362529.0,26432344.0,7930185.0,NIIF PYMES-GRUPO 2
630,631,890327120,EXTRAS SA,SUPERSOCIEDADES,Costa Pacifica,VALLE,CALI-VALLE,N7820 - Actividades de agencias de empleo temporal,SERVICIOS,214643431.0,513705.0,29354676.0,22894669.0,6460007.0,198859620.0,305063.0,27313021.0,21328619.0,5984402.0,NIIF PLENAS-GRUPO 1
631,632,890106814,GRANOS Y CEREALES DE COLOMBIA SA,SUPERSOCIEDADES,Costa Atlantica,ATLANTICO,SOLEDAD-ATLANTICO,C1051 - Elaboracion de productos de molineria,MANUFACTURA,214442595.0,11851157.0,182341400.0,121124047.0,61217353.0,177730625.0,9009375.0,126863657.0,79855296.0,47008361.0,NIIF PLENAS-GRUPO 1
632,633,900809229,GLAXOSMITHKLINE CONSUMER HEALTHCARE COLOMBIA S.A.S,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,C2100 - Fabricacion de productos farmaceuticos sustancias quimicas medicinales y productos botanicos de uso farmaceutico,MANUFACTURA,214371392.0,8392485.0,135153815.0,73510835.0,61642980.0,202833746.0,-1570641.0,112780172.0,59529677.0,53250495.0,NIIF PLENAS-GRUPO 1
633,634,800173155,PRABYC  INGENIEROS  SAS,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,F4111 - Construccion de edificios residenciales,CONSTRUCCIoN,213955765.0,5266262.0,732695923.0,577176124.0,155519799.0,471746288.0,29151768.0,587093802.0,436848762.0,150245040.0,NIIF PLENAS-GRUPO 1
634,635,860048867,DISAN COLOMBIA SA,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,COTA-CUNDINAMARCA,G4664 - Comercio al por mayor de productos quimicos basicos cauchos y plasticos en formas primarias y productos quimicos de uso agropecuario,COMERCIO,213788049.0,1629946.0,133551602.0,98874203.0,34677399.0,213382864.0,-395322.0,139973322.0,110163004.0,29810318.0,NIIF PLENAS-GRUPO 1
635,636,802019339,Adama Andina BV Sucursal Colombia,SUPERSOCIEDADES,Costa Atlantica,ATLANTICO,BARRANQUILLA-ATLANTICO,C2021 - Fabricacion de plaguicidas y otros productos quimicos de uso agropecuario,MANUFACTURA,213290858.0,12906320.0,325731654.0,160774295.0,164957359.0,214780320.0,20101002.0,258624970.0,106573931.0,152051039.0,NIIF PLENAS-GRUPO 1
636,637,815002042,PGI COLOMBIA LTDA,SUPERSOCIEDADES,Costa Pacifica,VALLE,PALMIRA-VALLE,C1399 - Fabricacion de otros articulos textiles n.c.p.,MANUFACTURA,212771186.0,7898615.0,251076987.0,90863932.0,160213055.0,193391924.0,20799793.0,255018588.0,80650472.0,174368116.0,NIIF PLENAS-GRUPO 1
637,638,800165377,GRUPO DECOR SAS,SUPERSOCIEDADES,Costa Pacifica,VALLE,CALI-VALLE,G4663 - Comercio al por mayor de materiales de construccion articulos de ferreteria pinturas productos de vidrio equipo y materiales de fontaneria y calefaccion,COMERCIO,212181384.0,7984065.0,143244517.0,102924258.0,40320259.0,180540601.0,4522618.0,114836990.0,74891924.0,39945066.0,NIIF PLENAS-GRUPO 1
638,639,900416386,ZONA FRANCA INDUSTRIAL COLMOTORES SAS,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,C2930 - Fabricacion de partes piezas (autopartes) y accesorios (lujos) para vehiculos automotores,MANUFACTURA,212102530.0,39766693.0,189276160.0,52360691.0,136915469.0,176415361.0,8808070.0,158365081.0,28963700.0,129401381.0,NIIF PLENAS-GRUPO 1
639,640,860006853,CARBOQUIMICA S.A.S,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,C2011 - Fabricacion de sustancias y productos quimicos basicos,MANUFACTURA,211849038.0,-9064398.0,209555831.0,120709847.0,88845984.0,210630395.0,-3363678.0,201906452.0,103996069.0,97910383.0,NIIF PLENAS-GRUPO 1
640,641,900108018,SHONA ENERGY (COLOMBIA) LIMITED,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,B0620 - Extraccion de gas natural,MINERO-HIDROCARBUROS,211078568.0,96036853.0,658332030.0,203732427.0,454599603.0,145139047.0,64934575.0,482742279.0,155870699.0,326871580.0,NIIF PLENAS-GRUPO 1
641,642,900999139,HUAWEI TECHNOLOGIES MANAGED SERVICE COLOMBIA S.A.S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,J6190 - Otras actividades de telecomunicaciones,SERVICIOS,211015437.0,-69892597.0,92884555.0,247078354.0,-154193799.0,155726535.0,-80848666.0,70135309.0,154253766.0,-84118457.0,NIIF PLENAS-GRUPO 1
642,643,890900285,COMPAÑIA DE EMPAQUES S A,SUPERFINANCIERA,Antioquia,ANTIOQUIA,ITAGUI-ANTIOQUIA,C1392 - Confeccion de articulos con materiales textiles excepto prendas de vestir,MANUFACTURA,210547088.0,11052584.0,411909114.0,175287312.0,236621802.0,195305585.0,9155610.0,373826351.0,161555941.0,212270410.0,NIIF PLENAS-GRUPO 1
643,644,860502509,PVC GERFOR S.A.,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,COTA-CUNDINAMARCA,C2229 - Fabricacion de articulos de plastico n.c.p.,MANUFACTURA,210457505.0,6749969.0,356546158.0,207398892.0,149147266.0,208495894.0,4291458.0,325600022.0,184006494.0,141593528.0,NIIF PLENAS-GRUPO 1
644,645,830098375,FLORES IPANEMA SAS,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,A0125 - Cultivo de flor de corte,AGROPECUARIO,210456463.0,6987661.0,197509660.0,162220155.0,35289505.0,214053784.0,18697579.0,186676938.0,141547273.0,45129665.0,NIIF PLENAS-GRUPO 1
645,646,800012375,QBCO S.A.S.,SUPERSOCIEDADES,Costa Pacifica,VALLE,BUGA-VALLE,C1030 - Elaboracion de aceites y grasas de origen vegetal y animal,MANUFACTURA,209829957.0,-3915750.0,178483969.0,95463833.0,83020136.0,232748158.0,-6000530.0,185592647.0,99709646.0,85883001.0,NIIF PLENAS-GRUPO 1
646,647,830116134,PETROWORKS SAS,SUPERSOCIEDADES,Costa Atlantica,ATLANTICO,BARRANQUILLA-ATLANTICO,B0910 - Actividades de apoyo para la extraccion de petroleo y de gas natural,MINERO-HIDROCARBUROS,209730856.0,-3110109.0,355554562.0,286278810.0,69275752.0,194320529.0,-11553086.0,328397735.0,256011875.0,72385860.0,NIIF PLENAS-GRUPO 1
647,648,860006160,PLASTILENE SAS,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,SOACHA-CUNDINAMARCA,C2229 - Fabricacion de articulos de plastico n.c.p.,MANUFACTURA,209268741.0,2437309.0,236898662.0,128187296.0,108711366.0,215662946.0,10054029.0,222802208.0,115316530.0,107485678.0,NIIF PLENAS-GRUPO 1
649,650,860403972,POLLOS SAVICOL SA,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,A0145 - Cria de aves de corral,AGROPECUARIO,208820251.0,3279359.0,102165006.0,39727638.0,62437368.0,193420505.0,1441299.0,90505077.0,30511381.0,59993696.0,NIIF PYMES-GRUPO 2
650,651,900785905,CENTRAL CERVECERA DE COLOMBIA SAS,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,G4632 - Comercio al por mayor de bebidas y tabaco,COMERCIO,208744729.0,-108761417.0,736700623.0,355854583.0,380846040.0,166462137.0,-77938619.0,607455766.0,117848309.0,489607457.0,NIIF PLENAS-GRUPO 1
651,652,800206584,COMERCIALIZADORA INTERNACIONAL JEANS S.A.S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,LA-ESTRELLA-ANTIOQUIA,C1410 - Confeccion de prendas de vestir excepto prendas de piel,MANUFACTURA,208727635.0,7434790.0,95271997.0,64538228.0,30733769.0,173683007.0,1248969.0,88418261.0,60254680.0,28163581.0,NIIF PLENAS-GRUPO 1
652,674,890204134,DISTRIBUCIONES PASTOR JULIO DELGADO SA,SUPERSOCIEDADES,Centro - Oriente,SANTANDER,BUCARAMANGA-SANTANDER,G4690 - Comercio al por mayor no especializado,COMERCIO,199573197.0,4401158.0,78651552.0,21898754.0,56752798.0,6526142.0,4877413.0,78895793.0,25544153.0,53351640.0,NIIF PYMES-GRUPO 2
653,653,900422614,EXPERIAN COLOMBIA S.A,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,J6311 - Procesamiento de datos alojamiento (hosting) y actividades relacionadas,SERVICIOS,208562312.0,-13665262.0,846395954.0,348347259.0,498048695.0,198467780.0,-25468521.0,802850879.0,735772772.0,67078107.0,NIIF PLENAS-GRUPO 1
654,654,900311581,MAC CENTER COLOMBIA SOCIEDAD POR ACCIONES SIMPLIFICADA,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,G4741 - Comercio al por menor de computadores equipos perifericos programas de informatica y equipos de telecomunicaciones en establecimientos especializados,COMERCIO,207858651.0,19054.0,92705122.0,86244714.0,6460408.0,171340198.0,532871.0,77183133.0,70913263.0,6269870.0,NIIF PLENAS-GRUPO 1
655,655,800096040,COMESTIBLES ALDOR SAS,SUPERSOCIEDADES,Costa Pacifica,VALLE,YUMBO-VALLE,C1082 - Elaboracion de cacao chocolate y productos de confiteria,MANUFACTURA,207359734.0,3568956.0,195162993.0,130851654.0,64311339.0,201730084.0,3030870.0,178102081.0,123918488.0,54183593.0,NIIF PLENAS-GRUPO 1
656,656,805021782,COMERCIALIZADORA FLORALIA S.A,SUPERSOCIEDADES,Costa Pacifica,VALLE,CALI-VALLE,G4711 - Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos bebidas o tabaco,COMERCIO,206676395.0,3813405.0,43384630.0,26037437.0,17347193.0,200667181.0,3009230.0,42494960.0,23789191.0,18705769.0,NIIF PYMES-GRUPO 2
657,657,900759679,DISTRIBUIDORA HINO DE COLOMBIA SAS,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,COTA-CUNDINAMARCA,G4511 - Comercio de vehiculos automotores nuevos,COMERCIO,206148642.0,9155576.0,128617464.0,51389677.0,77227787.0,194643661.0,19283948.0,135981187.0,67908976.0,68072211.0,NIIF PLENAS-GRUPO 1
658,658,890105927,C.I FARMACAPSULAS S.A.,SUPERSOCIEDADES,Costa Atlantica,ATLANTICO,BARRANQUILLA-ATLANTICO,C2100 - Fabricacion de productos farmaceuticos sustancias quimicas medicinales y productos botanicos de uso farmaceutico,MANUFACTURA,206063210.0,13505374.0,330117187.0,175933488.0,154183699.0,193448176.0,7099136.0,296717116.0,154098893.0,142618223.0,NIIF PLENAS-GRUPO 1
659,659,800116871,C.I IMPORTEX S.A,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,G4669 - Comercio al por mayor de otros productos n.c.p.,COMERCIO,206031117.0,3125750.0,49767771.0,39511117.0,10256654.0,158275102.0,2584260.0,42810152.0,32525857.0,10284295.0,NIIF PLENAS-GRUPO 1
660,660,830024043,EMERALD ENERGY PLC SUCURSAL COLOMBIA,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,B0610 - Extraccion de petroleo crudo,MINERO-HIDROCARBUROS,205782515.0,105701331.0,902057232.0,237717112.0,664340120.0,60980613.0,-460849985.0,660916252.0,117434961.0,543481291.0,NIIF PLENAS-GRUPO 1
661,661,830095890,ECOFERTIL S.A.,SUPERSOCIEDADES,Costa Atlantica,ATLANTICO,BARRANQUILLA-ATLANTICO,C2012 - Fabricacion de abonos y compuestos inorganicos nitrogenados,MANUFACTURA,204351125.0,4855835.0,168204227.0,60936979.0,107267248.0,185161466.0,4906523.0,145182715.0,43082289.0,102100426.0,NIIF PLENAS-GRUPO 1
662,662,860058975,NEXARTE SERVICIOS TEMPORALES S A,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,N7820 - Actividades de agencias de empleo temporal,SERVICIOS,203832828.0,-417303.0,37508766.0,27251915.0,10256851.0,181285642.0,29108.0,31882594.0,21934668.0,9947926.0,NIIF PYMES-GRUPO 2
663,663,900012984,INVERSORA LA PAZ S.A.S,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,C2029 - Fabricacion de otros productos quimicos n.c.p.,MANUFACTURA,203087850.0,1757104.0,200477087.0,79167640.0,121309447.0,180136762.0,19033311.0,164508999.0,62464609.0,102044390.0,NIIF PYMES-GRUPO 2
664,664,890928257,ALICO SA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,C2221 - Fabricacion de formas basicas de plastico,MANUFACTURA,202850178.0,6535664.0,182505415.0,105005824.0,77499591.0,191240951.0,6103595.0,147957205.0,88573080.0,59384125.0,NIIF PLENAS-GRUPO 1
665,665,860007668,ALAMBRES Y MALLAS SA,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,C2410 - Industrias basicas de hierro y de acero,MANUFACTURA,202256038.0,1004251.0,205334910.0,129305638.0,76029272.0,192885581.0,2612594.0,192753173.0,115615876.0,77137297.0,NIIF PLENAS-GRUPO 1
666,666,900378893,AR CONSTRUCCIONES SAS),SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,F4111 - Construccion de edificios residenciales,CONSTRUCCIoN,202140336.0,9357215.0,313452341.0,246973571.0,66478770.0,206622538.0,9273250.0,256035596.0,190403581.0,65632015.0,NIIF PLENAS-GRUPO 1
667,667,901093846,ECOOPSOS S.A.S.,SUPERSALUD,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,Q8699- Otras actividades de atencion de la salud humana,SERVICIOS,201783079.76,4559212.37,65658983.24,134223468.47,-68564485.23,250861743.58,2607739.12,59966253.69,133635326.56,-73669072.87,NIIF PYMES-GRUPO 2
668,668,830047819,Coca-Cola Servicios de Colombia S.A.,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,M7020 - Actividades de consultaria de gestion,SERVICIOS,201524704.0,-2437749.0,133833888.0,113823724.0,20010164.0,220483327.0,8225516.0,109762256.0,84762281.0,24999975.0,NIIF PLENAS-GRUPO 1
669,669,860352419,VETRA EXPLORACIoN Y PRODUCCIoN COLOMBIA S.A.S.,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,B0610 - Extraccion de petroleo crudo,MINERO-HIDROCARBUROS,201446438.0,-12525175.0,279651400.0,204884929.0,74766471.0,160414259.0,-15891983.0,324835586.0,244817473.0,80018113.0,NIIF PLENAS-GRUPO 1
670,670,892115006,CCF DE LA GUAJIRA,SUPERSALUD,Costa Atlantica,GUAJIRA,RIOHACHA,Q8699- Otras actividades de atencion de la salud humana,SERVICIOS,201297534.83,-27260372.23,25803139.67,59103193.15,-33300053.48,172923949.14,5571908.58,28813162.03,29042541.7,-229379.67,NIIF PYMES-GRUPO 2
671,671,800013834,LABORATORIOS LA SANTE SA,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,C2100 - Fabricacion de productos farmaceuticos sustancias quimicas medicinales y productos botanicos de uso farmaceutico,MANUFACTURA,200669430.0,18354395.0,454438895.0,279225215.0,175213680.0,202552916.0,19322279.0,448369773.0,271857040.0,176512733.0,NIIF PLENAS-GRUPO 1
672,672,800042471,ARUS S.A.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,G4651 - Comercio al por mayor de computadores equipo periferico y programas de informatica,COMERCIO,200622503.0,4652073.0,100080275.0,64363872.0,35716403.0,175477473.0,5203777.0,86349437.0,55318762.0,31030675.0,NIIF PLENAS-GRUPO 1
674,675,900203566,ABASTECEMOS DE OCCIDENTE SA,SUPERSOCIEDADES,Costa Pacifica,VALLE,YUMBO-VALLE,G4711 - Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos bebidas o tabaco,COMERCIO,199218121.0,1720911.0,43452119.0,23335059.0,20117060.0,188997563.0,1600931.0,41248961.0,24853524.0,16395437.0,NIIF PYMES-GRUPO 2
675,676,860014923,CARACOL PRIMERA CADENA RADIAL COLOMBIANA SA,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,J6010 - Actividades de programacion y transmision en el servicio de radiodifusion sonora,SERVICIOS,197988982.0,21488538.0,190778908.0,107585939.0,83192969.0,179407092.0,18407338.0,183467342.0,63155880.0,120311462.0,NIIF PLENAS-GRUPO 1
676,677,800204462,EQUIRENT S.A.,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,N7710 - Alquiler y arrendamiento de vehiculos automotores,SERVICIOS,197849090.0,41887454.0,574044474.0,367801261.0,206243213.0,166001191.0,20609349.0,397851623.0,248217212.0,149634411.0,NIIF PLENAS-GRUPO 1
677,678,830055643,CINEMARK COLOMBIA SAS,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,J5914 - Actividades de exhibicion de peliculas cinematograficas y videos,SERVICIOS,197426254.0,-15543154.0,200194767.0,128421685.0,71773082.0,197901397.0,-7584222.0,193195059.0,105878823.0,87316236.0,NIIF PLENAS-GRUPO 1
